Spike_Amplitude,Object,Type
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
0.09411909,Nylon,H
0.1882382,Nylon,H
0.2826649,Nylon,H
0.376784,Nylon,H
0.4712106,Nylon,H
0.5653297,Nylon,H
0.7538755,Nylon,H
1.036848,Nylon,H
1.130967,Nylon,H
1.413632,Nylon,H
1.508059,Nylon,H
1.696604,Nylon,H
1.790723,Nylon,H
1.88515,Nylon,H
1.88515,Nylon,H
1.88515,Nylon,H
1.979269,Nylon,H
1.979269,Nylon,H
2.073696,Nylon,H
1.88515,Nylon,H
1.696604,Nylon,H
1.602178,Nylon,H
1.413632,Nylon,H
1.130967,Nylon,H
0.6597564,Nylon,H
0.09411909,Nylon,H
-0.4712106,Nylon,H
-0.4712106,Nylon,H
-0.8483022,Nylon,H
-1.036848,Nylon,H
-1.130967,Nylon,H
-0.6597564,Nylon,H
-0.1882382,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.2826649,Nylon,H
0.4712106,Nylon,H
-0.5653297,Nylon,H
-0.2826649,Nylon,H
0.1882382,Nylon,H
0.2826649,Nylon,H
0.1882382,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.1882382,Nylon,H
0.376784,Nylon,H
-0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
-1.225086,Nylon,H
-0.5653297,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.2826649,Nylon,H
-0.6597564,Nylon,H
-0.9424213,Nylon,H
-0.6597564,Nylon,H
-0.376784,Nylon,H
-0.376784,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.376784,Nylon,H
0.376784,Nylon,H
0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
0.09411909,Nylon,H
3.29909,Nylon,H
7.5406,Nylon,H
8.38921,Nylon,H
7.5406,Nylon,H
4.147392,Nylon,H
1.413632,Nylon,H
0.6597564,Nylon,H
0.376784,Nylon,H
0.2826649,Nylon,H
0.1882382,Nylon,H
0.2826649,Nylon,H
0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.376784,Nylon,H
-0.376784,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.376784,Nylon,H
-0.376784,Nylon,H
-0.376784,Nylon,H
-0.376784,Nylon,H
-0.2826649,Nylon,H
-0.376784,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.2826649,Nylon,H
-0.09411909,Nylon,H
0.09411909,Nylon,H
0.1882382,Nylon,H
0.1882382,Nylon,H
0.2826649,Nylon,H
0.4712106,Nylon,H
0.5653297,Nylon,H
0.6597564,Nylon,H
0.8483022,Nylon,H
1.036848,Nylon,H
1.130967,Nylon,H
1.319513,Nylon,H
1.508059,Nylon,H
1.696604,Nylon,H
1.790723,Nylon,H
1.790723,Nylon,H
1.790723,Nylon,H
1.790723,Nylon,H
1.88515,Nylon,H
2.356361,Nylon,H
2.262242,Nylon,H
1.88515,Nylon,H
1.602178,Nylon,H
1.413632,Nylon,H
1.225086,Nylon,H
0.8483022,Nylon,H
0.2826649,Nylon,H
-0.376784,Nylon,H
-0.4712106,Nylon,H
-0.6597564,Nylon,H
-0.8483022,Nylon,H
-1.036848,Nylon,H
-0.8483022,Nylon,H
-0.1882382,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.5653297,Nylon,H
-0.376784,Nylon,H
-0.376784,Nylon,H
0.09411909,Nylon,H
0.2826649,Nylon,H
0.1882382,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.1882382,Nylon,H
0.1882382,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.2826649,Nylon,H
0.1882382,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
-0.09411909,Nylon,H
0.09411909,Nylon,H
-1.225086,Nylon,H
-0.376784,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.5653297,Nylon,H
-1.036848,Nylon,H
-0.7538755,Nylon,H
-0.4712106,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
0.09411909,Nylon,H
0.2826649,Nylon,H
0.376784,Nylon,H
0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
0.09411909,Nylon,H
2.45048,Nylon,H
6.126661,Nylon,H
8.294784,Nylon,H
7.917692,Nylon,H
5.18424,Nylon,H
2.073696,Nylon,H
0.9424213,Nylon,H
0.2826649,Nylon,H
0.1882382,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.376784,Nylon,H
-0.6597564,Nylon,H
-0.4712106,Nylon,H
-0.376784,Nylon,H
-0.2826649,Nylon,H
-0.376784,Nylon,H
-0.4712106,Nylon,H
-0.376784,Nylon,H
-0.376784,Nylon,H
-0.376784,Nylon,H
-0.376784,Nylon,H
-0.376784,Nylon,H
-0.376784,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.2826649,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.1882382,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
-0.09411909,Nylon,H
